[12:53:24][7324][   NOTICE] rdgc::CGameClient::Run: Developer build - for internal use only! [Build: 2020-11-24 18:52:31] Anno7 UPlayGoldmaster Win64 Release-Static v9.2.972600.3064 LandOfLions
[12:54:28][7324][   NOTICE] rd3d::CBinkMovie::Wakeup: Waking up movie 'data\ui\video\intromovie_ubi_3sec_2k.bk2'
[12:54:33][27f8][   NOTICE] rdui::SendTelemetryMarker: UI-Flow: Startup Complete (A)
[12:54:34][7324][   NOTICE] rd3d::CBinkMovie::Wakeup: Waking up movie 'data\ui\video\mainmenue_01.bk2'
[12:54:34][7324][   NOTICE] rd3d::CBinkMovie::Suspend: Suspending movie 'data\ui\video\mainmenue_01.bk2'
[12:54:34][7324][   NOTICE] rd3d::CBinkMovie::Wakeup: Waking up movie 'data\ui\video\mainmenue_01.bk2'
[12:54:34][7324][   NOTICE] rd3d::CBinkMovie::Suspend: Suspending movie 'data\ui\video\intromovie_ubi_3sec_2k.bk2'
[12:54:35][6e28][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'data/ui/2kimages/main/icons/icon_warning' doesn't exist, can't compute file size!
[12:54:36][6e28][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'rtt_-1' doesn't exist, can't compute file size!
[12:54:40][7324][   NOTICE] rd3d::CBinkMovie::Suspend: Suspending movie 'data\ui\video\mainmenue_01.bk2'
[12:54:43][7324][   NOTICE] rd3d::CRenderInterface::ProcessSessionCreate: Creating session 'Session Worldmap (180039)'
[12:54:43][7324][   NOTICE] rd3d::CSessionManager::CreateSession: Created session ID 1045:'Session Worldmap (180039)'
[12:54:43][7324][   NOTICE] rd3d::CRenderInterface::ProcessSessionCreate: Creating session 'Europe_Session (180023)'
[12:54:43][7324][   NOTICE] rd3d::CSessionManager::CreateSession: Created session ID 91:'Europe_Session (180023)'
[12:54:43][7324][   NOTICE] rdgs::CSessionLoaderJob::PreSyncTick: Start loading 180039
[12:54:43][27f8][   NOTICE] rdgs::CSessionLoaderJob::StartLoading: add loading job to scheduler...
[12:54:43][27f8][    ERROR] rdsdk::CLogger::TraceLastError: Failed to open file test_data/graphics/placeholder/placeholder.ifo failed with error 3: 系統找不到指定的路徑。

[12:54:43][6e28][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'test_data/graphics/placeholder/placeholder.cfg' doesn't exist, can't compute file size!
[12:54:43][7324][   NOTICE] rdgs::CSessionLoaderJob::PublishSession: Finished loading 180039
[12:54:43][7324][   NOTICE] rdgs::CSessionLoaderJob::PreSyncTick: Start loading 180023
[12:54:43][27f8][   NOTICE] rdgs::CSessionLoaderJob::StartLoading: add loading job to scheduler...
[12:54:43][5804][   NOTICE] rdgs::CSessionLoaderJob::Execute: Loading saved game
[12:54:45][7324][   NOTICE] rd3d::CRenderInterface::ProcessSessionCreateTerrain: Creating terrain for session 'Europe_Session (180023)'
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_l_12/moderate_l_12_river_01.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/community_island/community_island_river_01.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_l_01/moderate_l_01_river_01.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_l_07/moderate_l_07.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_m_03/moderate_m_03_river_01.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_l_08/moderate_l_08.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_m_06/moderate_m_06.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_l_04/moderate_l_04_river_01.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_m_04/moderate_m_04.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_l_10/moderate_l_10.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_l_02/moderate_l_02_river_01.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_m_07/moderate_m_07.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_m_08/moderate_m_08.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_m_09/moderate_m_09_river_01.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_3rdparty03_01/moderate_3rdparty03_01.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_3rdparty02_01/moderate_3rdparty02_01.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_3rdparty07_01/moderate_3rdparty07_01.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_3rdparty08_01/moderate_3rdparty08_01.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_s_08/moderate_s_08.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_s_05/moderate_s_05.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_s_12/moderate_s_12.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_s_02/moderate_s_02.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_d_08/moderate_d_08.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_d_07/moderate_d_07.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_d_02/moderate_d_02.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_d_15/moderate_d_15.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_d_09/moderate_d_09.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_d_14/moderate_d_14.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_d_03/moderate_d_03.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_d_12/moderate_d_12.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_d_11/moderate_d_11.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_d_13/moderate_d_13.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_d_01/moderate_d_01.a7m|rd3d.data')
[12:54:46][7324][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_d_06/moderate_d_06.a7m|rd3d.data')
[12:54:46][73d0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][6fec][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][7268][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][73d0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][73d0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][6fec][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][6de0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][7268][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][7268][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][6fec][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][73d0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][6de0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][6de0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][73d0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][7268][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][6fec][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][7268][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][6fec][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][6de0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][73d0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][6de0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][73d0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][7268][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][7268][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][6fec][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][6fec][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][6de0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][6de0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][73d0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][73d0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][7268][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][7268][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][6fec][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][6fec][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][6e28][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'data/graphics/props/terrain_props/vegetation/trees/moderate/tree_moderate_06_var1.brp' doesn't exist, can't compute file size!
[12:54:46][6de0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][6de0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][73d0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][73d0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][7268][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][7268][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][6fec][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][6fec][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][6de0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][6de0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][73d0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][73d0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][7268][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][6fec][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][7268][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][6fec][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][6de0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][6de0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][73d0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][73d0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][7268][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][7268][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][6fec][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][6fec][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][6de0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][6de0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][73d0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][73d0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][7268][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][7268][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[12:54:46][6fec][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:46][6de0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:47][73d0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:47][7268][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[12:54:48][7324][   NOTICE] rd3d::CSession::DoFinalizeLoading: Finalizing session...
[12:54:48][7324][   NOTICE] rd3d::CSession::DoFinalizeLoading: Session finalization finished
[12:54:53][5804][   NOTICE] rdgs::CSessionLoaderJob::Execute: Finished loading saved game state
[12:54:54][6e28][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'data/graphics/buildings/public/service_04/maps/statue_diff.psd' doesn't exist, can't compute file size!
[12:54:54][6e28][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'data/graphics/buildings/public/logistic_01/maps/logistic_01_additional_ao.psd' doesn't exist, can't compute file size!
[12:54:54][6e28][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'data/graphics/shared_textures/decals/ground_decal_impact_diff.psd' doesn't exist, can't compute file size!
[12:54:54][6e28][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'data/graphics/units/inhabitants/production/production_generic_worker_01/maps/production_generic_worker_03_diff.psd' doesn't exist, can't compute file size!
[12:55:00][6e28][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'data/graphics/buildings/public/service_04/maps/statue_normal.psd' doesn't exist, can't compute file size!
[12:55:02][6e28][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'data/graphics/shared_textures/decals/ground_decal_impact_height.psd' doesn't exist, can't compute file size!
[12:55:02][6e28][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'data/graphics/shared_textures/decals/ground_decal_impact_norm.psd' doesn't exist, can't compute file size!
[12:55:04][7324][   NOTICE] rdgs::CSessionLoaderJob::PublishSession: Finished loading 180023
