[21:39:35][7b70][   NOTICE] rdgc::CGameClient::Run: Developer build - for internal use only! [Build: 2020-11-24 18:52:31] Anno7 UPlayGoldmaster Win64 Release-Static v9.2.972600.3064 LandOfLions
[21:45:20][7afc][   NOTICE] rdgs::CSessionLoaderJob::StartLoading: add loading job to scheduler...
[21:45:20][7a00][   NOTICE] rdgs::CSessionLoaderJob::Execute: Loading saved game
[21:45:23][7b70][   NOTICE] rd3d::CRenderInterface::ProcessSessionCreateTerrain: Creating terrain for session 'Europe_Session (180023)'
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_l_12/moderate_l_12_river_01.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/community_island/community_island_river_01.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_l_01/moderate_l_01_river_01.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_l_07/moderate_l_07.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_m_03/moderate_m_03_river_01.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_l_08/moderate_l_08.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_m_06/moderate_m_06.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_l_04/moderate_l_04_river_01.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_m_04/moderate_m_04.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_l_10/moderate_l_10.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_l_02/moderate_l_02_river_01.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_m_07/moderate_m_07.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_m_08/moderate_m_08.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_m_09/moderate_m_09_river_01.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_3rdparty03_01/moderate_3rdparty03_01.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_3rdparty02_01/moderate_3rdparty02_01.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_3rdparty07_01/moderate_3rdparty07_01.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_3rdparty08_01/moderate_3rdparty08_01.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_s_08/moderate_s_08.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_s_05/moderate_s_05.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_s_12/moderate_s_12.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_s_02/moderate_s_02.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_d_08/moderate_d_08.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_d_07/moderate_d_07.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_d_02/moderate_d_02.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_d_15/moderate_d_15.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_d_09/moderate_d_09.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_d_14/moderate_d_14.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_d_03/moderate_d_03.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_d_12/moderate_d_12.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_d_11/moderate_d_11.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_d_13/moderate_d_13.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_d_01/moderate_d_01.a7m|rd3d.data')
[21:45:23][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/moderate/moderate_d_06/moderate_d_06.a7m|rd3d.data')
[21:45:23][5aa4][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:23][2cc8][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:23][7608][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:23][5aa4][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:23][5aa4][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:23][2cc8][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:23][77f0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:23][2cc8][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:23][7608][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:23][7608][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:23][5aa4][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:23][77f0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:23][5aa4][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:23][77f0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:23][2cc8][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:23][2cc8][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:23][77f0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:23][5aa4][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:23][5aa4][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:23][77f0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:23][7608][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:23][7608][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:23][2cc8][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:23][2cc8][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:23][5aa4][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:23][77f0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:23][5aa4][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:23][77f0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:23][7608][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:23][7608][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:23][2cc8][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:23][2cc8][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:23][3490][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'data/graphics/props/terrain_props/vegetation/trees/moderate/tree_moderate_06_var1.brp' doesn't exist, can't compute file size!
[21:45:23][5aa4][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:23][5aa4][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:23][77f0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:23][77f0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:23][7608][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:23][2cc8][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:23][7608][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:23][2cc8][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:24][5aa4][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:24][5aa4][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:24][77f0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:24][77f0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:24][2cc8][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:24][2cc8][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:24][7608][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:24][7608][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:24][77f0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:24][77f0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:24][5aa4][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:24][5aa4][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:24][2cc8][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:24][2cc8][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:24][77f0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:24][77f0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:24][2cc8][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:24][2cc8][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:24][5aa4][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:24][5aa4][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:24][7608][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:24][7608][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:24][77f0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:24][77f0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[21:45:24][5aa4][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:24][2cc8][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:24][77f0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:24][7608][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[21:45:26][7b70][   NOTICE] rd3d::CSession::DoFinalizeLoading: Finalizing session...
[21:45:26][7b70][   NOTICE] rd3d::CSession::DoFinalizeLoading: Session finalization finished
[21:45:31][7a00][   NOTICE] rdgs::CSessionLoaderJob::Execute: Finished loading saved game state
[21:45:32][3490][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'data/graphics/units/inhabitants/production/production_generic_worker_01/maps/production_generic_worker_03_diff.psd' doesn't exist, can't compute file size!
[21:45:32][3490][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'data/graphics/buildings/public/logistic_01/maps/logistic_01_additional_ao.psd' doesn't exist, can't compute file size!
[21:45:32][3490][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'data/graphics/buildings/public/service_04/maps/statue_diff.psd' doesn't exist, can't compute file size!
[21:45:32][3490][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'data/graphics/shared_textures/decals/ground_decal_impact_diff.psd' doesn't exist, can't compute file size!
[21:45:38][3490][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'data/graphics/buildings/public/service_04/maps/statue_normal.psd' doesn't exist, can't compute file size!
[21:45:41][3490][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'data/graphics/shared_textures/decals/ground_decal_impact_height.psd' doesn't exist, can't compute file size!
[21:45:41][3490][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'data/graphics/shared_textures/decals/ground_decal_impact_norm.psd' doesn't exist, can't compute file size!
[21:45:43][7b70][   NOTICE] rdgs::CSessionLoaderJob::PublishSession: Finished loading 180023
[21:55:03][7b70][   NOTICE] rd3d::CDevice3D::Reset: BackBuffer size 2544x1041
[22:22:34][7b70][   NOTICE] rd3d::CDevice3D::Reset: BackBuffer size 2560x1080
[22:25:05][7b70][   NOTICE] rd3d::CBinkMovie::Wakeup: Waking up movie 'data\ui\video\ui_alpha\main_banner\mainbanner_workers_a.bk2'
[22:25:05][7b70][   NOTICE] rd3d::CBinkMovie::Wakeup: Waking up movie 'data\ui\video\ui_alpha\main_banner\mainbanner_city_luxuryneed_a.bk2'
[22:25:17][7b70][   NOTICE] rd3d::CBinkMovie::Suspend: Suspending movie 'data\ui\video\ui_alpha\main_banner\mainbanner_city_luxuryneed_a.bk2'
[22:25:32][7b70][   NOTICE] rd3d::CDevice3D::Reset: BackBuffer size 2544x1041
[22:25:36][7b70][   NOTICE] rd3d::CDevice3D::Reset: BackBuffer size 2560x1080
[22:29:52][7b70][   NOTICE] rd3d::CDevice3D::Reset: BackBuffer size 2544x1041
[22:30:13][7b70][   NOTICE] rd3d::CDevice3D::Reset: BackBuffer size 2560x1080
[22:45:38][7b70][   NOTICE] rd3d::CDevice3D::Reset: BackBuffer size 2544x1041
[22:45:40][7b70][   NOTICE] rd3d::CDevice3D::Reset: BackBuffer size 2560x1080
[22:52:03][7b70][   NOTICE] rd3d::CBinkMovie::Wakeup: Waking up movie 'data\ui\video\ui_alpha\main_banner\mainbanner_workers_a.bk2'
[22:52:14][7b70][   NOTICE] rd3d::CBinkMovie::Suspend: Suspending movie 'data\ui\video\ui_alpha\main_banner\mainbanner_workers_a.bk2'
[23:07:41][7b70][   NOTICE] rd3d::CRenderInterface::ProcessSessionCreate: Creating session 'SouthAmerica_Session (180025)'
[23:07:41][7b70][   NOTICE] rd3d::CSessionManager::CreateSession: Created session ID 27486:'SouthAmerica_Session (180025)'
[23:07:41][7b70][   NOTICE] rdgs::CSessionLoaderJob::PreSyncTick: Start loading 180025
[23:07:42][7afc][   NOTICE] rdgs::CSessionLoaderJob::StartLoading: add loading job to scheduler...
[23:07:42][19a8][   NOTICE] rdgs::CSessionLoaderJob::Execute: Creating new session 
[23:07:42][19a8][   NOTICE] rdgs::CMapGenerator::CreateRandomMapInternal: MapGenerator Seed: 5220
[23:07:43][19a8][    ERROR] rdsdk::CLogger::TraceLastError: Failed to open file data/graphics/ui/placeholder/fishshoal frogfish.ifo failed with error 3: 系統找不到指定的路徑。

[23:07:43][19a8][    ERROR] rdsdk::CLogger::TraceLastError: Failed to open file data/graphics/ui/placeholder/fishshoal blowfish.ifo failed with error 3: 系統找不到指定的路徑。

[23:07:44][19a8][    ERROR] rdsdk::CLogger::TraceLastError: Failed to open file data/graphics/ui/placeholder/fishshoal lionfish.ifo failed with error 3: 系統找不到指定的路徑。

[23:07:44][7b70][   NOTICE] rd3d::CRenderInterface::ProcessSessionCreateTerrain: Creating terrain for session 'SouthAmerica_Session (180025)'
[23:07:44][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/colony01/colony01_m_02/colony01_m_02_river_01.a7m|rd3d.data')
[23:07:44][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/colony01/colony01_l_02/colony01_l_02_river_01.a7m|rd3d.data')
[23:07:44][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/colony01/colony01_l_01/colony01_l_01_river_01.a7m|rd3d.data')
[23:07:44][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/colony01/colony01_m_06/colony01_m_06_river_01.a7m|rd3d.data')
[23:07:44][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/colony01/colony01_m_04/colony01_m_04_river_01.a7m|rd3d.data')
[23:07:44][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/colony01/colony01_m_05/colony01_m_05_river_01.a7m|rd3d.data')
[23:07:44][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/colony01/colony01_l_05/colony01_l_05_river_01.a7m|rd3d.data')
[23:07:44][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/colony01/colony01_l_04/colony01_l_04_river_01.a7m|rd3d.data')
[23:07:44][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/colony01/colony01_l_03/colony01_l_03_river_01.a7m|rd3d.data')
[23:07:44][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/colony01/colony01_m_01/colony01_m_01_river_01.a7m|rd3d.data')
[23:07:44][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/colony01/colony01_3rdparty04_01/colony01_3rdparty04_01.a7m|rd3d.data')
[23:07:44][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/colony01/colony01_3rdparty05_01/colony01_3rdparty05_01.a7m|rd3d.data')
[23:07:44][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/colony01/colony01_s_01/colony01_s_01.a7m|rd3d.data')
[23:07:44][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/colony01/colony01_s_03/colony01_s_03.a7m|rd3d.data')
[23:07:44][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/colony01/colony01_d_13/colony01_d_13.a7m|rd3d.data')
[23:07:44][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/colony01/colony01_d_05/colony01_d_05.a7m|rd3d.data')
